	Iozone: Performance Test of File I/O
	        Version $Revision: 3.420 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa.

	Run began: Mon Oct  7 16:15:32 2013

	Auto Mode
	Command line used: iozone -a
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  438043 1204796  3363612  5860307 4274062 1734015 2772930  2052169  4564786  1526887  1452528 2892445  4564786
              64       8  538156 2133730  4897948  9318832 7100397 2662899 4018152  3057153  7100397  2133730  1933893 4897948  9006179
              64      16  598110 1183548  4564786  7940539 6421025  842003 3057153  2358717  4897948  1991276  2067979 3541098  5283570
              64      32  561808 1452528  5860307  9006179 8182586 2892445 3541098  3203069  4564786   771797  3057153 4274062  7940539
              64      64  426897 1452528  7100397  9006179 7940539 3057153 3541098  3165299  4207076  3057153  2278628 4274062  6421025
             128       4  544601 1471662  4407601  6406138 5545860 2286447 2608629  2367096  3982553  2098744  1749872 4267461  6727225
             128       8  526444 1359835  3657016  4934216 4407601 1749872 2905056  2248149  5325799  1663139  1689305 3445772  5122535
             128      16  633995 2058509  4596273  7082197 7082197 2920861 4557257  3536566  4717434  2673584  2211113 4267461  7176872
             128      32  581781 1827299  4135958  6330599 6114306 2621367 3560017  2905056  4717434  2286447   612303 3657016  5603747
             128      64  656477 1911894  5784891  9129573 8036304 3199360 4135958  3560017  6114306  2673584  3536566 5122535  8548124
             128     128  715059 1561553  6727225  8548124 7476717 3199360 4267461  3124872  4557257  3199360  2571150 3468030  7476717
             256       4  644965 1924938  4652146  6761355 5347168 2030503 3123106  3087188  4907284  2350543  1826695 4054829  6249745
             256       8  717355 2034350  5217259  7735574 6936061 2812272 4734192  3770085  5242734  2613746  1523457 5022044  7518900
             256      16  723153 1763685  3605511  7791708 1881098 2872459 1588832  3705040  6249745  1262029  2441400 5142301  7518900
             256      32  490560 1911233  4652146  6249745 5687020 2639446 3511189  2458168  5841722  1924938  2266207 4404088  6107548
             256      64  596587 2242541  4496299  6398720 5938650 2754556 3705040  2588541  4652146  2692393  2419396 4819184  8024634
             256     128  713067 2509882  5810112  7735574 7314033 3499745 3935921  3017775  4477549  1639786  1718521 4496299  5971678
             256     256  792543 2563818  7314033  7518900 7314033 3368013 3605511  2880164  5022044  3316006  2783115 5022044  7571923
             512       4  672811 1571169  4742616  6472112 5278892 2294796 4061007  3012719  4030519  2009236  2007358 4411377  6086873
             512       8  738777 2207515  5398323  7647578 6821616 2942541 3684733  3527371  3822466  2402629  2532990 5115422  7540170
             512      16  786391 2381315  5278892  7758090 7211022 3201349 4296637  3762197  5566231  2879414  2597325 5164632  7647578
