	Iozone: Performance Test of File I/O
	        Version $Revision: 3.420 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa.

	Run began: Fri Oct  4 15:11:13 2013

	Auto Mode
	Command line used: iozone -a
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
            4096      16  577381 2378558  3504089  3754501 3325046 1753440 4476482  3618486  3670280  1583864  1454958 4047268  4016047
            4096      32  540658 2041866  4864330  4691638 5334028 2576153 3857345  2666933  3066297  1625372  1572843 3189841  3640724
            4096      64  477327 1577755  4746074  5137819 5367357 2626969 3922518  2880206  3761077  1790911  1602479 3574071  3618486
            4096     128  668066 1690465  4441761  4864330 5087609 2639075 3977000  2706852  4612286  1772435  1735549 3546770  4103335
            4096     256  506993 2579247  3047261  3574071 3126565 1617719 2977031  2111377  4807163  1500319  1723881 1636987  1580803
            4096     512  826479 1635740  3036489  2898672 3479956 1852715 3379997  2400829  5332372  2000030  1690465 3857345  3984379
            4096    1024  522648 2440736  4664886  3485604 3133979 1675299 3012001  1624757  3165159  1636520  1987305 2649658  3660115
            4096    2048  482339 2000961  4367238  4376138 3813675 2331115 4390677  1757206  4052041  1390879  2099508 2925823  2451533
            4096    4096  483370 1322565  2862450  2864359 2819234 1542759 2989464  1579060  2921346  1708792  1456562 3038638  2868184
            8192       4  573792 1200474  2893742  2883543 2444001 1142551 2617325  1805954  2887420  1238554  1292700 2833604  2883543
            8192       8  467926 2128881  3188600  4271046 2856454 1414865 3201375  2456406  3110096  1494629  2047439 5234728  5053790
            8192      16  727270 1552084  3610427  3745826 3299124 1619916 3303247  2388281  3986600  1552154  1540739 3307380  3477070
            8192      32  539054 1650656  3637565  3690307 3466896 1701667 4001923  2589122  4050993  1406352  1426200 3464100  3597951
            8192      64  787854 1704960  3723903  3976911 3479888 1618314 3484475  2840632  4021596  1654311  1534683 2459219  3276785
            8192     128  664716 2572837  3052081  3368665 3586684 2761192 3405054  2786269  3450533  1647964  1598439 3563251  4001923
            8192     256  484275 1675610  3254747  3855097 3292485 1640646 3446379  2548033  3612325  1763230  1599704 3766356  3678455
            8192     512  552018 1546565  3261235  3121964 3582197 1718089 3497599  2518339  4662863  1610652  1522443 3671773  3508313
            8192    1024  592166 1507878  3092461  2954201 2894717 1964445 2856217  2976981  5372229  2362174  1552084 2787400  3503662
            8192    2048  615845 1296212  3340825  3319523 3327237 1332040 3071726  1817225  3898842  1908258  1460512 3331431  3227537
            8192    4096  483104 1241597  2545579  3676880 3585187 1979269 2838520  1670072  3379600  1866483  1820016 2631557  2963884
            8192    8192  503256 1255709  2908931  3086627 3076402 1980638 2881366  2215355  3049913  1865571  1950506 3988451  3917512
           16384       4  524320 1179555  4291264  4300395 3550145 1907136 2505924  1805423  2741672  2250234  1443662 2838497  2876880
           16384       8  698646 1317580  3403503  5041113 4413920 1892795 3154902  2339959  4499761  2257998  1498011 3416872  4900900
           16384      16  726814 1494752  3437726  4971096 4570084 2488861 3337548  2383874  4022727  3071013  1368755 3366983  3288673
           16384      32  696155 1611325  3404009  4068695 3658053 2118956 3392246  2452707  4493875  2130783  1650252 3382395  3577312
           16384      64  538909 1621859  5171619  4065325 4554938 2648169 3399967  4009817  4325296  2056988  1768941 1227817  4203076
           16384     128  574756 1745575  3450846  3521221 3758694 2310224 3387230  4302279  3509174  1401528  1735042 3734590  3757050
           16384     256  692012 1965952  3547030  3829064 5007319 2773652 3414665  2300479  3089514  2553222  1599213 4125857  4114493
           16384     512  612534 1899387  4422158  5155324 4510985 3311972 5559915  5678917  5335029  2922019  1499809 3730535  3360890
           16384    1024 1265952 1292720  2727092  3744970 4716244  449935 1606090  1149581 10915120  1707027  2305032 4787544  4854508
           16384    2048  720112 2289519  4500055  1974935 2083936 1362729 4055489  3156206  5091159  1926166  1274712 4336761  4499761
           16384    4096  732282 1322016  2603029  2675803 2693951 2027732 4111293  2437742  2735233  1508236  1415093 2728825  2772197
           16384    8192  827269 1702755  2519060  3047047 3498633 2283205 2478985  1902016  3055583  1509064  2024686 3474926  3538628
           16384   16384  703028 1794954  2938386  3823525 3826292 2435150 2744409  1776027  3000744  1272045  1832480 3023985  2994729
           32768      64  951649 1698353  3475964  4917173 4425690 2674075 3515529  4349911  3344680  1865000  1634236 3699686  5101705
           32768     128  801249 2146349  4496787  3406608 3292991 2351119 5184066  5695816  5744861  3121923  1692372 3767328  3796571
           32768     256  789839 1600867  3531790  3361861 4158414 2658249 3631550  3946582  3346064  1801136   690083 2366095  4334956
           32768     512 1111463 1594941  3301534  3611226 3991280 3191222 5452237  6842250  2129027  1688629  1320388 3250469  3671912
           32768    1024  784994 1435801  3527620  4386703 4846771 2716839 3423324  2167642  4461897  2321650  1237789 2945932  3363506
           32768    2048  663197 1787874  3362848  2852388 3865987 2801914 2910620  2423334  3015612  2016481  1417717 3249162  2701619
           32768    4096  671584 1851508  2649180  2998768 2805460 2003430 2500217  2420986  2955561  1667244  1375533 3173098  2557203
           32768    8192 1027083 2010052  3013165  3083194 3706771 2439940 2666449  1649297  2980817  1490745  1001283 2732938  2200544
           32768   16384 1044061 2296934  2570066  3008219 3814696 2456205 2915313  2132231  2901097  1753231  2362679 1815602  2093803
           65536      64  798061  207461  3353772  5663287 4904259 2756281 3691975  5469031  3415277  1693089  2097955 3594735  4146796
           65536     128  926760 2626268  3673963  3495448 3987100 3552091 3408881  7189958  5348984  1179041  1983234 3570454  4018635
           65536     256 1327394 1927874  3193773  3884991 4341516 2901643 3523994  6642642  4324032  2543992  2015813 3437142  3180139
           65536     512 1237766 1781603  3275170  4089118 3877373 2808607 3879289  4688524  4480428  2080504  1966985 3397253  3303749
           65536    1024 1158000 2036799  5262653  3549568 4442198 2749224 2827764  7061948  3335823  1814701  2308175 5497579  5669244
           65536    2048  918538 1584412  3028196  4051987 3109802 1579251 2126060  1718483  1390654  1655992  1275962 3126888  2893305
           65536    4096 1012203 1449267  2423843  2541734 3785164 2439373 2995918  2488352  3501994  1779619  1264470 2910121  2451950
           65536    8192  968467 1965044  2944506  3038842 3788659 2493295 2998794  2689297  2903543  1714656  1636559 2687982  2671238
           65536   16384  885096 1905951  2720464  2993732 3377467 2664273 2466073  2499462  2613285  1690164  1666564 3123300  2978259
          131072      64 1008238 2264393  4400623  5247473 5327049 2720919 5029244  6985301  3749533  2629544  1944429 5224881  5601818
          131072     128 1008711 2680300  3623780  4198730 5037724 3004987 3848030  6774412  3613182  2637846  2200785 4180245  5722402
          131072     256 1011413 2143207  4162205  5530475 5405937 3159265 4643843  5811691  4439213  2675864  1991069 3842839  5740687
          131072     512 1009558 2604505  4431270  5536769 4726569 3021203 3683658  5605474  3695817  2622220  2030613 4407114  3860975
          131072    1024 1034439 2235081  3708982  4149012 5240570 2901104 4920712  5806841  3723855  2142054  1819812 3636436  5468367
