	Iozone: Performance Test of File I/O
	        Version $Revision: 3.420 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa.

	Run began: Sat Oct  5 11:04:50 2013

	Auto Mode
	Command line used: iozone -a
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  353294 1183548  3203069  5860307 4564786 1780008 2662899  2052169  4564786  1599680  1304314 2892445  4897948
              64       8  467002 1492919  4564786  7100397 5860307 2133730 2772930  2067979  4274062  1599680  1828508 3791156  5283570
              64      16  492717 1143223  4274062  4564786 4988978 1734015 2892445  2298136  4274062  1690338  2067979 3541098  5860307
              64      32  647135 2133730  6421025 10402178 7940539 3057153 3588436  3057153  4564786  2467108  2892445 4274062  6421025
              64      64  555990 1188789  4274062  7100397 5389653 2067979 3541098   901377  4564786  2467108  1828508 4018152  5860307
             128       4  547377 1911894  4407601  7082197 2035099 2286447 3657016  2843510  4444086  2211113  1727352 4267461  6114306
             128       8  526961 1598754  4267461  6114306 5325799 2276751 3560017  2784517  4934216  1727352  1637771 3468030  5122535
             128      16  677178 1705404  3759450  5784891 4759253 1827299 3359523  2770150  5074121  2211113  1858934 4012317  6406138
             128      32  695603 1727352  2843510  9129573 7917784 2770150 3867787  3657016  5545860  3124872  2558895 4444086  2843510
             128      64  692017 2286447  5784891  9129573 8036304 3380677 4267461  3657016  5325799  2409592  3982553 1294270  8036304
             128     128  776042 2377579  7082197  9129573 7917784 3468030 4267461  3380677  4407601  3359523  2673584 5122535  8548124
             256       4  599251 1763685  4672389  6761355 5428265 1267990 3879045  1376935  4496299  2345409  2097948 4332998  6249745
             256       8  629094 2509882  5117791  7965107 6761355 2783115 1952947  2872459  6073004  2726577  2065659 4054829  7518900
             256      16  948698 2639446  5217259 10245071 9434868 4332998 4572895  5022044  6595234  3879045  2975955 4117018 10245071
             256      32  962301 2557711  5347168 10651598 9868433 4652146 3557725  5217259  9192546  2975955  2975955 4929815 10245071
             256      64  992545 2872459  5810112  986843310651598 4840911 4422226  5569035  7314033  4422226  3285566 6073004 11091721
             256     128  927393 2943325  7120034 1065159810245071 4755158 5022044  5217259  5971678  3935921  4404088 5242734 10758322
             256     256 1084800 2903529  9518507 10245071 9868433 3879045 5022044  4652146  5687020  4652146  3654598 3465855 10245071
             512       4  824431 2427068  5214798  8362289 7022379 3163620 4420457  4131319  5227492  3099691  2381315 4973263  8265729
             512       8  785241 1718254  5744919 10235583 8665997 3934520 4916336  5019764  6319739  3634839  2708713 5384786  9859630
             512      16  885631 3122224  5495016  9681823 9145790 4131319 4411377  4961773  5398323  3299730  3264616 4375425  9468384
             512      32 1060063 3029721  5886650 10235583 9638369 4447925 5439343  2975154  7435738  3934520  3556580 5509113  9681823
             512      64  555938 1968713  3970896  5019764 4784885 1595686 4411377  4195896  5951911  3068685  1985091 4973263  7540170
             512     128  508423 2509312  5331314  7513788 7115451 2722449 4331300  2497638  5699180  3239989  3068685 4650188  7309196
             512     256  495633 1848401  2991733  5566231 5495016 2625909 4522868  3556580  5951911  2875558  3550700 4610256  7022379
             512     512  545766 2055390  5624545  5807059 5624545 2196227 3325278  2178404  3659616  2150051  1375881 4262523  3905895
            1024       4  416752 1617808  3781427  5983467 4162573 1408275 3849207  2852271  4392454  2159571  1988589 2968586  4679604
            1024       8  709582 1360111  4396951  5917516 5144870 2023250 4095102  3048658  4304412  2197132  2535690 5144870  7113161
            1024      16  828535 2491561  5251818  7472033 6830356 3121783 4826859  2415881  5991815  2572135  1928757 5018624  7101400
            1024      32  790707 2115949  4832290  7644933 7257394 2491561 5151040  4215688  6830356  2068064  2425431 4949226  4634161
            1024      64  856799 2497356  5096034  7883484 7631350 3567824 3668386  4044965  6441107  2659742  2867506 5042191  7699755
            1024     128  826462 2503178  5120336  7537599 7319232 3411938 4920874  2942149  4972145  3142339  2240689 4949226  7472033
            1024     256  825192 1602715  4614246  4064103 5251818 1857840 4146499  3074849  5330028  2534194  1549519 3643490  6163794
            1024     512  877454 2668003  5885083  7101400 7257394 3390391 4949226  3722435  5917516  3040026  2966535 4741598  7306780
            1024    1024  747366 2354947  7008693  7319232 7319232 2231377 3092561  1665486  5018624  3335105  3040026 4654248  7472033
            2048       4  700658 1831618  3573472  6583305 6207471 2178635 3677503  3690142  3717289  2547576  2438378 4686767  7969835
            2048       8  979489 2497215  4785996  9431138 6185123 3256469 5251194  5197183  6738230  3459769  3084572 5582208  9752360
            2048      16  811381 2202092  4376355  7368238 6041567 2794560 4960102  3999400  5503525  2452301  2663706 4312636  5567735
            2048      32  797520 1654199  5147354  7477273 5056455 2989045 5416763  5306340  5674397  3351769  3384788 3071337  3256469
            2048      64  822805 1779262  4493100  6149699 6080053 2482779 3454204  2553635  5900467  3024831  2741930 5359311  7911115
            2048     128  851179 2462141  4818211  7065219 6895083 2864451 4948672  3413030  8498106  2817475  2676988 4643695  4493100
            2048     256  822884 2319218  4136128  6603549 4960102 3266376 4394265  4006862  9653719  3731824  3189957 3864455  5611381
            2048     512  560781 2144906  5277002  6962145 7159438 3336148 4772701  3351769  6629029  3160613  2960203 4911886  7082696
            2048    1024  758841 2375662  5852228  6167360 6851089 3210223 4875642  3002627  5332694  2980747  3807923 4581773  5970183
            2048    2048  509431 2345819  2981782  3089009 3379461 1479797 3447273  1652925  3894239  1649117  1747411 3266376  5032754
            4096       4  451391 1292126  3462422  4012295 3792628 1865186 3207709  3067940  4108241  1791098  1979748 4100397  4075109
            4096       8  511095 1520906  3063563  3615440 3256349 1405213 4348447  2788575  3047261  1436107  1764788 4893426  5794602
            4096      16  477951 2048928  5519094  6815229 8123615 3243439 5759634  7502762  6585338  3875619  2896717 4470657  4437172
            4096      32 1347778 1710323  4801789  4447510 6149271 3032202 4338563  2503695  4633432  1802940  1928414 4399673  3667146
            4096      64  814644 2126535  3802702  4214051 4900405 1799729 3416292  2896717  3782607  1698151  1653690 3957760  3764373
            4096     128  533473 1734848  3427880  3980686 3961410  509443 4969868  6024207  4441761  1772435  1663618 3911800  5535098
            4096     256  614075 1469771  4339659  4471821 5119446 2832715 4817948  2639075  4812550  1631856  1644351 3477139  3919833
            4096     512  793644 1571836  3753681  3621537 4171080 1905950 4773769  3605576  7061751  2577699  1627990 2896717  3387995
            4096    1024  515605 1420668  3138560  3867766 3486312 1910401 4108241  3482778  5535098  2268027  1698823 3148338  3297602
            4096    2048  512192 1407055  2592481  4063542 4510565 2232077 2556982  1611347  2792200  1588844  2896717 3693955  4612286
            4096    4096  519330 1830214  3717133  3706707 4179197 2410937 3408159  2254041  2795836  1930364  1577175 3376675  3258202
            8192       4  866973  805983  2891550  3439135 3778782 1777000 2899848  2360876  3792546  1761784  1335302 3028408  2975692
            8192       8  583101 1473667  3908599  3735239 3104195 1809187 3225114  2369668  2680625  2148315  1570242 3508313  3886054
            8192      16  816906 1580862  3568061  3499380 3837016 2279282 3778782  2498925  4623336  2014311  1555949 3826334  3563251
            8192      32  517132 1641665  3600968  2868138 3511181 1922566 3378271  2391772  4652131  2253569  1397032 4075498  3524869
            8192      64  657252 2146838  4095903  3913942 3641034 1809949 3462703  2697461  4760413  2428798  1688704 3414868  3524869
            8192     128  542835 1657024  3511181  3532479 3479888 1956058 3362731  2723546  4199016  2312260  1579046 5098030  5214074
            8192     256  535809 1602464  3710232  3720275 3511181 1986823 3351906  2553714  3790873  2105917  1553276 3141086  3264023
            8192     512  533852 1750742  3057785  3636025 3259997 1769678 3481651  2540122  4602281  1626049  1705214 3435010  3371310
            8192    1024  500551 1339623  3610427  3626431 3634487 1661270 3045318  2149524  4357715  2261728  1716973 3227537  3215155
            8192    2048  560867 1325565  3137358  3062418 3258451 1711670 2808359  2050005  3752781  2138953  2092961 2579210  3707029
            8192    4096  523985 1409757  3101953  2987594 2318657 1452179  532917  1669828  3417585  2028223  1884500 2719666  2756319
            8192    8192  776793 1417550  3627963  3693481 3546333 2177036 3043969  2189800  2990714  1592512  1617704 2939542  2928768
           16384       4  663777 1294766  3244269  3030653 2703595 1676297 2491478  3619899  3854191  2099150  1245847 3125487  3779365
           16384       8  694060 1417428  3355311  3309261 2889096 1275729 2999566  2446856  3923283  2204822  2129132 5251050  5557667
           16384      16  842317 1628971  3373263  3470364 3300519  984734 3411952  2305341  3101786  2780723  1570989 1634939  1826732
           16384      32  934579  657830  5472251  5461379 5643473 3178248 3536443  5851550  5874561  3126766  2499816  763958  3924404
           16384      64 1329664 1945140  3384394  3867640 3161143 2220926 5945205  7272051  6072875  3424023  1625042 3568025  4303626
           16384     128  615017 1679862  4502414  3486739 4147771 2655434 3595279  2718892  4090005  1482179  1517160 3592084  3561737
           16384     256  628126 2183108  3400640  3432746 3439274 1703093 3700204  2848380  3910335  2030009  3164054 3530991  4571604
           16384     512  655646 1591914  3167262  3426925 3307190 2653281 3367643  2421933  4978660  2711276  1350013 3701599  3664490
           16384    1024  540656 1701869  2975151  2965522 3217685 2385198 3409075  2203691  5139132  1543605  1660460 2201009  3225841
           16384    2048  625844 1320314  2866320  3021857 3251945 2488050 2494191  1932123  5834658  2065024  1388698 3088959  3332046
           16384    4096  681613 1710213  2603917  2630329 2854770 2036325 2765281  2013769  2442768  1426549  1458553 2863931  2884972
           16384    8192  693094 1559473  3323987  2664908 3021724 1445544 2416908  1900963  3334148  1245351  1996335 2892622  2967058
           16384   16384  751247 1499547  3669382  3988175 3924404 2058590 3621616  2737958  2974636  2095182  1522538 2858808  3658637
           32768      64  691232 1670039  3455861  3463874 4981512 2892610 3430073  4081237  4935714  2683892  1700391 4117058  4937842
           32768     128  859741 2392872  3337208  3452562 4137383 2975396 3810677  3800140  4587444  2293561  1584990 3655990  3455079
           32768     256  783325 2253178  3568007  4384884 5191311 2902139 3431186  3982952  3975808  2625445  1832377 4353907  3457600
           32768     512  743074 2014412  4025532  4592503 5443168 3527983 3524545  2544892  4413751  2478306  2121174 5127973  5046630
           32768    1024  997533 1494684  3624845  3855034 3571066 2772019 5249607  6483640  2239958  1123805  1293387 4814512  3660762
           32768    2048  701355 1549746  3967544  4147371 3865552 1411210 2548856  2078949  2634959  1366983  2052099 2008466  1475366
           32768    4096  908958 1706048  3848773  3960798 3735585 2344422 3484159  2154526  3814696  1095735  1048273 2830885  3550953
           32768    8192  770627 1410110  2507332  3524635 2718236 1865531 2684784  2314301  3363259  1752582  1812992 2989245  2647700
           32768   16384  746817 1390353  3724147  3166956 3703774 2658917 2866548  2760605  2774817  1942166  1935737 2727948  3449962
           65536      64  823089 2786400  3312388  5148894 5022637 3281700 3790436  8037176  3462731  1813683  1921876 5649088  2284275
           65536     128  981886 3267811  4228383  4426603 5761938 3184597 3194070  5669712  4472773  3120924  2122973 3735728  4872183
           65536     256  805666 2726211  3463473  3651464 4413525 3455114 4439830  4011012  4106774  2159991  2051208 3586480  4646284
